partID	trackID	partname	procName	denergy, eV	positionX, um	positionY, um	positionZ, um
0	1	e-	msc	1.56068	-0.0880147	-0.0131169	0.131529
0	1	e-	eIoni	27.9649	-0.0984608	-0.0162101	0.112204
0	1	e-	msc	0.10065	-0.0985291	-0.0162326	0.112061
0	1	e-	msc	2.60484	-0.0996154	-0.0168673	0.108116
0	1	e-	eIoni	14.9971	-0.10017	-0.017096	0.105995
0	1	e-	eIoni	20.1052	-0.102423	-0.0185326	0.0970465
0	1	e-	eIoni	20.5553	-0.104941	-0.0187773	0.0874793
0	1	e-	msc	0.633624	-0.10532	-0.0187253	0.0866139
0	1	e-	msc	0.725112	-0.105789	-0.0186228	0.0856429
0	1	e-	eIoni	19.3277	-0.108661	-0.0201638	0.0786324
0	1	e-	eIoni	17.1746	-0.110846	-0.0209992	0.073901
0	1	e-	eIoni	23.4783	-0.116484	-0.0228907	0.0615831
0	1	e-	eIoni	24.633	-0.122491	-0.0236457	0.0476191
0	1	e-	eIoni	17.2705	-0.124735	-0.0241425	0.0428859
0	1	e-	msc	7.13877	-0.129303	-0.0250265	0.0338025
0	1	e-	eIoni	36.5207	-0.133961	-0.0269935	0.0247114
0	1	e-	eIoni	18.1642	-0.136969	-0.0281144	0.0191427
0	1	e-	msc	2.28353	-0.13852	-0.0286063	0.0163843
0	1	e-	msc	0.496352	-0.139031	-0.0286648	0.0159152
0	1	e-	eIoni	16.6887	-0.140598	-0.028789	0.0127234
0	1	e-	eIoni	42.6356	-0.149519	-0.0281808	-0.00356144
0	1	e-	msc	1.11341	-0.150206	-0.0281717	-0.00491824
0	1	e-	msc	1.06527	-0.151032	-0.0280388	-0.00610808
0	1	e-	eIoni	14.1561	-0.151484	-0.0279657	-0.00669659
0	1	e-	eIoni	16.0822	-0.153169	-0.027681	-0.0086822
0	1	e-	msc	7.72091	-0.161101	-0.0262768	-0.0127773
0	1	e-	msc	1.08267	-0.162203	-0.0258489	-0.0132239
0	1	e-	msc	1.03653	-0.163166	-0.0252912	-0.0136992
0	1	e-	msc	4.28271	-0.167182	-0.0228299	-0.0153661
0	1	e-	eIoni	15.7403	-0.16867	-0.0219664	-0.0160547
0	1	e-	msc	9.84889	-0.177995	-0.0166948	-0.0199775
0	1	e-	eIoni	27.0954	-0.190131	-0.00929014	-0.0263244
0	1	e-	msc	3.80157	-0.193612	-0.00749632	-0.028177
0	1	e-	msc	11.9322	-0.203924	0.000909367	-0.030894
0	1	e-	eIoni	16.2985	-0.204959	0.00298437	-0.0314713
0	1	e-	eIoni	14.8926	-0.205263	0.00368721	-0.0316622
0	1	e-	msc	1.97227	-0.206261	0.00556606	-0.0321885
0	1	e-	msc	0.119887	-0.20636	0.00565474	-0.0321928
0	1	e-	msc	3.53547	-0.209426	0.00810267	-0.0322902
0	1	e-	eIoni	26.1287	-0.219224	0.0169595	-0.0336843
0	1	e-	eIoni	14.3409	-0.219376	0.0171019	-0.0336969
0	1	e-	msc	2.25204	-0.221045	0.018828	-0.0340222
0	1	e-	eIoni	41.308	-0.230918	0.027201	-0.0350121
0	1	e-	eIoni	21.2964	-0.234926	0.0333998	-0.0351689
0	1	e-	eIoni	25.5732	-0.240894	0.0424886	-0.035046
0	1	e-	msc	3.53186	-0.242871	0.0451535	-0.0350291
0	1	e-	eIoni	28.3823	-0.251342	0.0560735	-0.0360692
0	1	e-	eIoni	20.0195	-0.254564	0.0603969	-0.0367493
0	1	e-	msc	2.95949	-0.25611	0.0624561	-0.0374606
0	1	e-	eIoni	16.0264	-0.257048	0.0637196	-0.0379767
0	1	e-	msc	8.96368	-0.260644	0.070262	-0.0405816
0	1	e-	msc	1.81655	-0.261257	0.0713357	-0.0415914
0	1	e-	msc	7.28655	-0.263749	0.0750384	-0.0461729
0	1	e-	eIoni	15.6726	-0.264415	0.07599	-0.0475538
0	1	e-	eIoni	21.8483	-0.266765	0.0795693	-0.0526404
0	1	e-	msc	1.55563	-0.267342	0.0802925	-0.0535875
0	1	e-	msc	4.75531	-0.269077	0.081905	-0.056866
0	1	e-	eIoni	15.1455	-0.269132	0.0823483	-0.0580898
0	1	e-	msc	1.29338	-0.269171	0.0828169	-0.0590593
0	1	e-	eIoni	17.4702	-0.269557	0.0839031	-0.061572
0	1	e-	msc	14.8526	-0.271568	0.0867913	-0.0729746
0	1	e-	eIoni	15.814	-0.271593	0.0873841	-0.074628
0	1	e-	eIoni	30.2792	-0.271539	0.0877231	-0.0753709
0	1	e-	msc	2.43466	-0.271658	0.0887053	-0.0768672
0	1	e-	eIoni	14.5875	-0.271734	0.0891531	-0.0774248
0	1	e-	eIoni	17.1437	-0.272083	0.0905493	-0.0790556
0	1	e-	eIoni	14.3344	-0.272204	0.0908799	-0.0794357
0	1	e-	msc	8.81494	-0.273605	0.0947243	-0.0841487
0	1	e-	msc	1.9379	-0.273979	0.0957836	-0.0849234
0	1	e-	eIoni	14.5634	-0.274042	0.0959603	-0.0851457
0	1	e-	eIoni	21	-0.275114	0.098585	-0.0893693
0	1	e-	msc	1.19072	-0.275313	0.0990054	-0.0900294
0	1	e-	eIoni	20.407	-0.275599	0.1006	-0.0939483
0	1	e-	eIoni	16.5787	-0.275651	0.101141	-0.0958324
0	1	e-	eIoni	17.3583	-0.275888	0.101823	-0.0981607
0	1	e-	eIoni	19.3287	-0.275699	0.102645	-0.101267
0	1	e-	eIoni	18.0885	-0.275202	0.10323	-0.103887
0	1	e-	msc	1.93675	-0.27504	0.103436	-0.105018
0	1	e-	msc	9.64611	-0.276197	0.102321	-0.110567
0	1	e-	msc	4.95031	-0.276527	0.102535	-0.113485
0	1	e-	msc	0.334275	-0.276618	0.102418	-0.113617
0	1	e-	msc	7.11088	-0.279143	0.100376	-0.11093
0	1	e-	msc	0.599293	-0.279335	0.100226	-0.110675
0	1	e-	eIoni	15.052	-0.279635	0.0999556	-0.110329
0	1	e-	eIoni	26.354	-0.28298	0.0956639	-0.105954
0	1	e-	msc	6.95802	-0.283444	0.0938035	-0.103214
0	1	e-	eIoni	22.3122	-0.284103	0.0918747	-0.0999124
0	1	e-	eIoni	22.3914	-0.28452	0.090148	-0.0962551
0	1	e-	eIoni	17.1501	-0.284725	0.0896266	-0.0950222
0	1	e-	eIoni	30.8262	-0.284868	0.089251	-0.0944737
0	1	e-	msc	10.1636	-0.285734	0.0873875	-0.0914049
0	1	e-	msc	6.27406	-0.28588	0.0855119	-0.0896847
0	1	e-	msc	5.76887	-0.285759	0.0838838	-0.0880252
0	1	e-	msc	0.280712	-0.285765	0.0838088	-0.0879415
0	1	e-	msc	9.8169	-0.285477	0.0810346	-0.0860012
0	1	e-	msc	13.4331	-0.285379	0.076319	-0.0849067
0	1	e-	eIoni	30.0223	-0.285378	0.0760272	-0.0848034
0	1	e-	msc	52.7891	-0.284432	0.061207	-0.0758782
0	1	e-	msc	5.83548	-0.283262	0.0600936	-0.0747245
0	1	e-	eIoni	15.3371	-0.283102	0.0598603	-0.0744601
0	1	e-	eIoni	19.0049	-0.282448	0.0588257	-0.0734328
0	1	e-	msc	14.7331	-0.280752	0.0554429	-0.0710306
0	1	e-	msc	4.23063	-0.281018	0.0542658	-0.0705688
0	1	e-	eIoni	18.2203	-0.281304	0.0530803	-0.0707653
0	1	e-	eIoni	18.9258	-0.281704	0.0519263	-0.0712741
0	1	e-	msc	4.41863	-0.281986	0.0508516	-0.0716442
0	1	e-	msc	1.80947	-0.282064	0.050401	-0.0717762
0	1	e-	eIoni	26.294	-0.28282	0.0476596	-0.0725886
0	1	e-	msc	1.41324	-0.282934	0.0473528	-0.0727114
0	1	e-	eIoni	14.9673	-0.282964	0.0471847	-0.0727984
0	1	e-	eIoni	21.532	-0.283314	0.0457165	-0.0736267
0	1	e-	msc	2.25128	-0.283376	0.0452704	-0.073874
0	1	e-	eIoni	18.5058	-0.283519	0.0443687	-0.0742562
0	1	e-	eIoni	37.3421	-0.284108	0.043048	-0.0749712
0	1	e-	eIoni	36.7232	-0.285536	0.0398321	-0.0772122
0	1	e-	eIoni	33.3859	-0.286545	0.0374687	-0.0790696
0	1	e-	msc	2.8583	-0.286724	0.0371541	-0.0793197
0	1	e-	msc	6.86924	-0.286967	0.0363053	-0.0798394
0	1	e-	msc	4.17379	-0.287207	0.0357683	-0.0800034
0	1	e-	msc	15.2066	-0.287275	0.036013	-0.0821486
0	1	e-	eIoni	40.8205	-0.287288	0.0359404	-0.0837544
0	1	e-	msc	9.79975	-0.287374	0.0358829	-0.0849224
0	1	e-	msc	3.52033	-0.287402	0.0358153	-0.0853109
0	1	e-	msc	6.85569	-0.287739	0.0358413	-0.0860327
0	1	e-	msc	11.0231	-0.288108	0.0355636	-0.0871896
0	1	e-	msc	1.59695	-0.287977	0.0354407	-0.087177
0	1	e-	eIoni	15.9809	-0.287869	0.035312	-0.0872955
0	1	e-	msc	1.20857	-0.287833	0.0352303	-0.0873777
0	1	e-	msc	1.08242	-0.287869	0.0351725	-0.0874618
0	1	e-	eIoni	32.4969	-0.28797	0.0350292	-0.0877193
0	1	e-	msc	6.72541	-0.288221	0.0346889	-0.088099
0	1	e-	eIoni	18.1434	-0.288243	0.0345268	-0.0883809
0	1	e-	msc	88.8149	-0.288112	0.0344836	-0.088701
1	94	e-	Transportation	1.03943	-0.7265	-0.658063	0.5
1	93	e-	Transportation	8.99574	-0.111436	0.23331	-0.5
1	92	e-	msc	15.4182	-0.28777	0.0352923	-0.0872968
1	91	e-	Transportation	1.12306	1.14854	0.105386	-0.5
1	90	e-	Transportation	3.98799	3.95556	0.437484	0.5
1	89	e-	Transportation	1.68042	-1.06152	-1.09819	0.5
1	88	e-	Transportation	4.83782	-0.384626	-0.167378	0.5
1	87	e-	msc	27.0551	-0.283427	0.0444012	-0.0741297
1	86	e-	Transportation	4.07087	-2.09689	-0.406812	-0.5
1	85	e-	Transportation	1.71322	0.514234	-0.189684	0.5
1	84	e-	Transportation	7.16967	0.242213	-0.203517	0.5
1	83	e-	Transportation	8.12697	-0.652921	-0.0265972	-0.5
1	82	e-	msc	42.6971	-0.281268	0.0529059	-0.0705879
1	81	e-	eIoni	18.405	-0.28241	0.0588625	-0.0733375
1	80	e-	Transportation	2.7338	-0.165061	0.430662	0.5
1	79	e-	msc	30.1706	-0.285231	0.0758575	-0.0848934
1	78	e-	Transportation	3.17429	0.14369	-0.721042	-0.5
1	77	e-	msc	39.9703	-0.284666	0.0898015	-0.0948763
1	76	e-	Transportation	4.07193	0.968207	-0.850473	-0.5
1	75	e-	msc	12.6234	-0.284142	0.0919607	-0.0998887
1	74	e-	eIoni	35.3165	-0.285028	0.0951808	-0.106891
1	74	e-	eIoni	16.9229	-0.28526	0.0951506	-0.106995
1	74	e-	msc	0.575488	-0.285309	0.0951378	-0.107009
1	74	e-	msc	5.32852	-0.285626	0.0949795	-0.107318
1	74	e-	eIoni	18.2303	-0.285372	0.0947522	-0.107232
1	74	e-	msc	97.2252	-0.285135	0.094623	-0.107162
74	97	e-	Transportation	6.48873	-3.99384	-3.36928	-0.5
74	96	e-	Transportation	4.95398	-0.320283	0.427176	-0.5
74	95	e-	Transportation	1.45249	20.9645	-100	-0.231051
1	73	e-	msc	24.307	-0.279985	0.100023	-0.110258
1	72	e-	Transportation	6.07967	0.652816	0.934434	-0.5
1	71	e-	msc	23.1834	-0.275718	0.102861	-0.101323
1	70	e-	msc	42.2777	-0.276035	0.101832	-0.0981016
1	69	e-	Transportation	8.09255	0.629345	0.144391	-0.5
1	68	e-	msc	20.319	-0.275644	0.100708	-0.0938885
1	67	e-	Transportation	2.46231	3.97504	-1.03354	-0.5
1	66	e-	msc	19.9527	-0.274048	0.0960628	-0.0850711
1	65	e-	Transportation	2.14542	-0.359687	0.280162	0.5
1	64	e-	Transportation	9.00779	1.08633	0.263245	-0.5
1	63	e-	Transportation	6.67101	0.608612	-0.203037	-0.5
1	62	e-	msc	70.2128	-0.271258	0.0874746	-0.0755913
1	61	e-	msc	23.9459	-0.271619	0.087361	-0.0746442
1	60	e-	msc	50.1705	-0.269554	0.0841815	-0.0614721
1	59	e-	eIoni	20.7498	-0.269134	0.082329	-0.0581044
1	58	e-	msc	18.9508	-0.266652	0.0795481	-0.0526884
1	57	e-	Transportation	0.765424	-2.94742	-2.38991	0.5
1	56	e-	msc	34.2357	-0.257068	0.0637117	-0.0379749
1	55	e-	msc	43.7905	-0.254582	0.0604303	-0.036494
1	54	e-	Transportation	6.21782	-0.498284	0.0361467	0.5
1	53	e-	Transportation	9.24593	5.45805	0.837407	0.5
1	52	e-	Transportation	2.58745	-0.222599	0.197305	-0.5
1	51	e-	eIoni	26.2166	-0.231933	0.0261095	-0.0352848
1	51	e-	eIoni	24.0848	-0.232504	0.0251334	-0.0354272
1	51	e-	msc	4.52931	-0.232739	0.0247453	-0.0354645
1	51	e-	eIoni	16.1016	-0.232799	0.0246153	-0.0355806
1	51	e-	msc	0.894093	-0.232831	0.0245585	-0.035634
1	51	e-	msc	1.57243	-0.23292	0.0245005	-0.0355387
1	51	e-	eIoni	16.8705	-0.233139	0.0246975	-0.0355235
1	51	e-	msc	69.534	-0.233212	0.024892	-0.0356172
51	101	e-	msc	52.3464	-0.233239	0.0245364	-0.0353113
51	100	e-	Transportation	0.66972	2.99107	-2.69693	-0.5
51	99	e-	Transportation	0.458018	-0.188353	-0.215211	-0.5
51	98	e-	msc	10.5341	-0.232009	0.0261462	-0.0353089
1	50	e-	msc	27.4075	-0.219447	0.0169908	-0.0336648
1	49	e-	Transportation	5.92851	-0.375205	-0.0707907	-0.5
1	48	e-	msc	15.3426	-0.205172	0.00374627	-0.0316681
1	47	e-	Transportation	8.09143	-4.7968	-4.38068	0.5
1	46	e-	msc	12.783	-0.190111	-0.00919709	-0.0263036
1	45	e-	Transportation	3.37806	-0.159959	0.146809	-0.5
1	44	e-	msc	4.56061	-0.152748	-0.0277697	-0.00962843
1	44	e-	eIoni	19.2806	-0.152471	-0.0287925	-0.0100042
1	44	e-	eIoni	27.2354	-0.151719	-0.0313187	-0.0109181
1	44	e-	eIoni	40.255	-0.151125	-0.036046	-0.0126679
1	44	e-	msc	6.05535	-0.150958	-0.0368935	-0.0131396
1	44	e-	eIoni	21.2212	-0.150957	-0.037943	-0.0135848
1	44	e-	msc	1.55072	-0.151002	-0.0381738	-0.0136562
1	44	e-	msc	7.626	-0.151246	-0.0392661	-0.0134986
1	44	e-	msc	0.653343	-0.151295	-0.0393443	-0.0134579
1	44	e-	msc	8.42289	-0.151629	-0.0401758	-0.0125751
1	44	e-	eIoni	33.5387	-0.151613	-0.0405909	-0.0120843
1	44	e-	eIoni	15.3157	-0.151587	-0.0407238	-0.0118978
1	44	e-	msc	12.5815	-0.151313	-0.0408751	-0.0106439
1	44	e-	msc	1.9439	-0.151382	-0.0408656	-0.0104654
1	44	e-	eIoni	24.4723	-0.151768	-0.0417795	-0.01059
1	44	e-	msc	9.02755	-0.152082	-0.0425171	-0.0107177
1	44	e-	eIoni	14.8712	-0.152111	-0.0425684	-0.0107036
1	44	e-	eIoni	104.279	-0.152773	-0.043845	-0.0106192
44	109	e-	Transportation	4.44246	-0.315259	-0.135237	0.5
44	108	e-	Transportation	0.258411	-0.331212	-0.564613	0.5
44	107	e-	msc	60.6473	-0.151661	-0.0410639	-0.0120143
44	106	e-	Transportation	4.38391	-3.85445	-4.34973	-0.5
44	105	e-	msc	14.3417	-0.150869	-0.0379494	-0.0136399
44	104	e-	Transportation	9.72769	-0.352018	-0.250277	0.5
44	103	e-	msc	11.8646	-0.151637	-0.0312773	-0.0108986
44	102	e-	Transportation	0.347643	-5.56475	1.45588	-0.5
1	43	e-	Transportation	8.22859	0.2297	-0.146425	-0.5
1	42	e-	Transportation	6.16055	-0.614245	0.499516	0.5
1	41	e-	msc	21.9884	-0.140542	-0.0289033	0.0126664
1	40	e-	Transportation	3.59841	1.0009	-0.830837	0.5
1	39	e-	Transportation	2.37809	0.583993	-0.676726	-0.5
1	38	e-	Transportation	2.55252	0.266663	-0.253949	-0.5
1	37	e-	msc	11.8277	-0.122433	-0.0235733	0.0476043
1	36	e-	msc	29.622	-0.116529	-0.0230627	0.0615888
1	35	e-	Transportation	3.36308	-0.495772	-0.801963	-0.5
1	34	e-	msc	12.7951	-0.108598	-0.0202323	0.0786031
1	33	e-	eIoni	16.9379	-0.104762	-0.0188796	0.0873796
1	33	e-	msc	90.2867	-0.104353	-0.0191213	0.0870274
33	110	e-	Transportation	4.11838	0.413337	-0.277952	0.5
1	32	e-	eIoni	66.9675	-0.102413	-0.0190035	0.0969332
1	31	e-	msc	10.8958	-0.100181	-0.0170088	0.106012
1	30	e-	msc	13.1261	-0.0985586	-0.0162152	0.11219
1	29	e-	Transportation	2.75877	0.60788	1.19766	0.5
1	28	e-	Transportation	3.21571	1.61497	2.59514	-0.5
1	27	e-	Transportation	2.77739	-0.182206	0.304689	0.5
1	26	e-	Transportation	0.702443	0.506659	-1.37947	-0.5
1	25	e-	Transportation	0.438193	-0.145654	-0.213854	0.5
1	24	e-	Transportation	1.74488	1.56776	-1.20684	-0.5
1	23	e-	msc	15.1983	-0.042034	-0.0231268	0.241214
1	22	e-	msc	44.1763	-0.041945	-0.0235423	0.241746
1	21	e-	msc	31.3507	-0.0399682	-0.0227108	0.249459
1	20	e-	Transportation	0.445363	-0.0937975	0.175868	0.5
1	19	e-	msc	10.1895	-0.0359458	-0.0214414	0.263575
1	18	e-	msc	47.1684	-0.0355256	-0.0213017	0.265495
1	17	e-	eIoni	79.551	-0.0274742	-0.0175074	0.288808
1	16	e-	msc	10.3397	-0.0278658	-0.0171944	0.291379
1	16	e-	eIoni	14.8511	-0.0279267	-0.0171784	0.291398
1	16	e-	msc	88.9143	-0.0285817	-0.0172512	0.292113
16	111	e-	msc	52.6539	-0.0280262	-0.0170787	0.291276
1	15	e-	msc	15.6579	-0.0198023	-0.0178075	0.307063
1	14	e-	Transportation	1.81247	0.113058	1.24196	-0.5
1	13	e-	Transportation	2.55758	-0.264681	-0.0759968	0.5
1	12	e-	Transportation	7.58269	0.0883233	-1.17668	-0.5
1	11	e-	msc	20.8266	0.000121568	-0.00894337	0.374391
1	10	e-	msc	58.0099	0.000779026	-0.00865516	0.376683
1	9	e-	msc	45.1367	0.00170379	-0.00674118	0.381824
1	8	e-	Transportation	2.98365	0.058241	0.554323	0.5
1	7	e-	Transportation	0.463788	5.26898	-1.50878	-0.5
1	6	e-	Transportation	2.38841	0.586451	-0.183826	0.5
1	5	e-	Transportation	0.637854	-0.219266	0.00623567	0.5
1	4	e-	Transportation	3.44859	-2.65734	-3.66771	-0.5
1	3	e-	eIoni	27.8845	3.26495e-05	4.85927e-05	0.488908
1	2	e-	Transportation	2.4307	-0.815067	0.0516722	-0.5
0	1	e-	eIoni	17.1498	0	0	0.492691
0	1	e-	eIoni	22.2787	0.000604269	-0.000110778	0.47488
0	1	e-	msc	1.16214	0.00069221	-0.000228789	0.47251
0	1	e-	msc	4.37644	-3.84419e-06	-0.000465209	0.463599
0	1	e-	eIoni	29.9454	-0.00813285	-0.00245231	0.431318
0	1	e-	msc	0.831743	-0.00855861	-0.00250682	0.429686
0	1	e-	msc	6.60119	-0.00564127	-0.00305307	0.416632
0	1	e-	eIoni	15.8322	-0.00471424	-0.00288775	0.413357
0	1	e-	eIoni	25.7138	0.00147986	-0.00116498	0.389808
0	1	e-	eIoni	30.3545	0.00200409	-0.000994553	0.387621
0	1	e-	eIoni	18.322	0.00410241	-0.000550355	0.37959
0	1	e-	msc	3.06299	0.00576736	-0.000209647	0.373755
0	1	e-	msc	4.33513	0.00717522	-0.000578548	0.365282
0	1	e-	eIoni	17.5161	0.00848461	-0.00204568	0.357796
0	1	e-	eIoni	15.7411	0.0100454	-0.00187159	0.354384
0	1	e-	eIoni	31.8446	0.0260969	-0.00388867	0.328854
0	1	e-	msc	6.79593	0.0325888	-0.00502427	0.319435
0	1	e-	eIoni	14.3863	0.0328115	-0.00505461	0.319105
0	1	e-	msc	13.5025	0.0454114	-0.00645485	0.30026
0	1	e-	msc	11.5708	0.0615267	0.00432111	0.299451
0	1	e-	eIoni	16.2838	0.0647566	0.00557254	0.298593
0	1	e-	eIoni	22.5263	0.0766949	0.0111427	0.294384
0	1	e-	eIoni	17.1562	0.0806352	0.0130988	0.292439
0	1	e-	msc	22.2677	0.108934	0.0293926	0.277667
0	1	e-	msc	6.87222	0.117642	0.0341715	0.272937
0	1	e-	eIoni	17.2983	0.122338	0.0369725	0.270735
0	1	e-	msc	3.26046	0.126394	0.0395334	0.268764
0	1	e-	msc	5.35535	0.131859	0.0446696	0.264739
0	1	e-	eIoni	15.1548	0.133004	0.0454974	0.263999
0	1	e-	eIoni	21.6136	0.141148	0.0517818	0.258256
0	1	e-	eIoni	64.5741	0.1917	0.0895975	0.223791
0	1	e-	msc	5.78313	0.198203	0.0942748	0.219947
0	1	e-	eIoni	28.4388	0.214489	0.104759	0.209684
0	1	e-	eIoni	16.4461	0.217532	0.107129	0.207816
0	1	e-	eIoni	17.1888	0.220884	0.109651	0.206021
0	1	e-	eIoni	39.1616	0.249355	0.128492	0.191218
0	1	e-	eIoni	14.2052	0.249418	0.128534	0.191187
0	1	e-	eIoni	27.3063	0.264197	0.138816	0.184265
0	1	e-	msc	5.06718	0.269809	0.142795	0.181607
0	1	e-	eIoni	23.9204	0.279734	0.149428	0.173916
0	1	e-	eIoni	15.1945	0.280767	0.150059	0.173028
0	1	e-	eIoni	26.2027	0.293071	0.157239	0.162013
0	1	e-	eIoni	24.1314	0.301619	0.163364	0.152717
0	1	e-	eIoni	16.3011	0.303858	0.165256	0.150404
0	1	e-	msc	1.53679	0.305107	0.166317	0.149058
0	1	e-	msc	7.51501	0.312475	0.169523	0.142505
0	1	e-	msc	0.696422	0.313082	0.169722	0.141791
0	1	e-	msc	12.3112	0.323299	0.17454	0.129161
0	1	e-	eIoni	18.8722	0.325508	0.178458	0.124503
0	1	e-	eIoni	16.8894	0.326991	0.181273	0.121368
0	1	e-	msc	8.4984	0.331304	0.188456	0.113506
0	1	e-	eIoni	16.853	0.332317	0.191389	0.111699
0	1	e-	msc	4.50986	0.333954	0.196561	0.109125
0	1	e-	eIoni	20.6044	0.336517	0.204139	0.106169
0	1	e-	msc	7.87592	0.340405	0.213082	0.102772
0	1	e-	msc	0.0504893	0.34043	0.213136	0.102744
0	1	e-	eIoni	33.6582	0.358701	0.231694	0.0997011
0	1	e-	msc	1.18347	0.359394	0.232929	0.0997096
0	1	e-	msc	6.66888	0.362715	0.240169	0.100143
0	1	e-	eIoni	21.7009	0.367638	0.248469	0.100548
0	1	e-	eIoni	14.695	0.367976	0.248958	0.100533
0	1	e-	msc	1.58515	0.369019	0.250486	0.10058
0	1	e-	msc	1.39242	0.370554	0.250501	0.100046
0	1	e-	eIoni	14.8034	0.37186	0.250499	0.0995632
0	1	e-	eIoni	50.4662	0.407064	0.250787	0.0867487
0	1	e-	eIoni	20.5525	0.413959	0.250867	0.0843154
0	1	e-	eIoni	15.0795	0.415439	0.25093	0.0835992
0	1	e-	eIoni	17.5881	0.418815	0.251075	0.0818108
0	1	e-	eIoni	37.4955	0.426865	0.250415	0.0778181
0	1	e-	eIoni	23.7888	0.436468	0.251768	0.0743721
0	1	e-	msc	1.89242	0.438269	0.251991	0.0738633
0	1	e-	eIoni	25.354	0.448405	0.254592	0.0701356
0	1	e-	msc	10.1472	0.457277	0.255847	0.0660841
0	1	e-	eIoni	22.5577	0.464621	0.256812	0.0628613
0	1	e-	eIoni	17.0019	0.467072	0.257246	0.0617507
0	1	e-	eIoni	14.588	0.467452	0.25728	0.0615935
0	1	e-	msc	3.08945	0.470162	0.257244	0.0606452
0	1	e-	msc	0.590993	0.470667	0.257082	0.0605049
0	1	e-	msc	7.98921	0.473395	0.250651	0.0580215
0	1	e-	eIoni	15.5515	0.47389	0.249601	0.0574434
0	1	e-	eIoni	14.4994	0.47402	0.249341	0.0573089
0	1	e-	eIoni	16.7632	0.475127	0.247452	0.0563891
0	1	e-	msc	3.29136	0.476736	0.245283	0.0552153
0	1	e-	msc	5.03391	0.479176	0.242392	0.0527831
0	1	e-	eIoni	15.6408	0.479775	0.241684	0.051832
0	1	e-	eIoni	68.7092	0.494631	0.238086	0.0114638
0	1	e-	eIoni	19.7469	0.495566	0.239571	0.00700254
0	1	e-	eIoni	22.6864	0.496227	0.241227	-0.000324685
0	1	e-	eIoni	29.1937	0.496778	0.24283	-0.0124366
0	1	e-	msc	9.15251	0.497396	0.243688	-0.0196708
0	1	e-	eIoni	21.8964	0.498194	0.2447	-0.025692
0	1	e-	msc	2.30035	0.498432	0.245064	-0.0274417
0	1	e-	msc	13.8772	0.498704	0.243305	-0.0381577
0	1	e-	eIoni	19.0068	0.499152	0.242746	-0.041862
0	1	e-	eIoni	22.6957	0.500358	0.241782	-0.0481745
0	1	e-	eIoni	24.9108	0.502287	0.240522	-0.0558648
0	1	e-	msc	5.61163	0.503447	0.239841	-0.0597733
